date,season,team,made_three_point_field_goals,attempted_three_point_field_goals,points,outcome
12/12/14,2014-2015,UTAH JAZZ,8,28,95,LOSS
12/12/14,2014-2015,LOS ANGELES CLIPPERS,6,20,96,LOSS
12/12/14,2014-2015,WASHINGTON WIZARDS,9,16,104,WIN
12/13/14,2014-2015,BROOKLYN NETS,16,23,114,WIN
12/13/14,2014-2015,CHARLOTTE HORNETS,8,22,87,LOSS
12/13/14,2014-2015,GOLDEN STATE WARRIORS,10,32,105,WIN
12/13/14,2014-2015,DALLAS MAVERICKS,5,25,98,LOSS
12/13/14,2014-2015,DENVER NUGGETS,7,28,96,LOSS
12/13/14,2014-2015,HOUSTON ROCKETS,10,34,108,WIN
12/13/14,2014-2015,PORTLAND TRAIL BLAZERS,5,17,95,WIN
12/13/14,2014-2015,INDIANA PACERS,4,15,85,LOSS
12/13/14,2014-2015,LOS ANGELES CLIPPERS,14,29,106,LOSS
12/13/14,2014-2015,MILWAUKEE BUCKS,7,11,111,WIN
12/13/14,2014-2015,ATLANTA HAWKS,8,27,99,LOSS
12/13/14,2014-2015,ORLANDO MAGIC,10,21,100,WIN
12/13/14,2014-2015,MEMPHIS GRIZZLIES,11,26,120,WIN
12/13/14,2014-2015,PHILADELPHIA 76ERS,11,28,115,LOSS
12/13/14,2014-2015,DETROIT PISTONS,6,20,95,WIN
12/13/14,2014-2015,SACRAMENTO KINGS,11,29,90,LOSS
12/14/14,2014-2015,SAN ANTONIO SPURS,5,16,99,WIN
12/14/14,2014-2015,DENVER NUGGETS,8,16,91,LOSS
12/14/14,2014-2015,CHICAGO BULLS,9,18,93,WIN
12/14/14,2014-2015,MIAMI HEAT,4,22,75,LOSS
12/14/14,2014-2015,LOS ANGELES LAKERS,5,17,100,WIN
12/14/14,2014-2015,MINNESOTA TIMBERWOLVES,3,10,94,LOSS
12/14/14,2014-2015,GOLDEN STATE WARRIORS,11,24,128,WIN
12/14/14,2014-2015,NEW ORLEANS PELICANS,8,27,122,LOSS
12/14/14,2014-2015,TORONTO RAPTORS,9,24,95,WIN
12/14/14,2014-2015,NEW YORK KNICKS,9,29,90,LOSS
12/14/14,2014-2015,PHOENIX SUNS,7,31,88,LOSS
12/14/14,2014-2015,OKLAHOMA CITY THUNDER,4,18,112,WIN
12/14/14,2014-2015,UTAH JAZZ,5,17,84,LOSS
12/14/14,2014-2015,WASHINGTON WIZARDS,4,13,93,WIN
12/15/14,2014-2015,CHICAGO BULLS,6,29,86,LOSS
12/15/14,2014-2015,ATLANTA HAWKS,7,21,93,WIN
12/15/14,2014-2015,CHARLOTTE HORNETS,5,16,88,LOSS
12/15/14,2014-2015,CLEVELAND CAVALIERS,9,24,97,WIN
12/15/14,2014-2015,LOS ANGELES LAKERS,10,26,91,LOSS
12/15/14,2014-2015,INDIANA PACERS,7,17,110,WIN
12/15/14,2014-2015,DETROIT PISTONS,8,27,91,LOSS
12/15/14,2014-2015,LOS ANGELES CLIPPERS,12,24,113,WIN
12/15/14,2014-2015,BOSTON CELTICS,6,25,105,WIN
12/15/14,2014-2015,PHILADELPHIA 76ERS,4,28,87,LOSS
12/15/14,2014-2015,MILWAUKEE BUCKS,8,16,96,WIN
12/15/14,2014-2015,PHOENIX SUNS,12,38,94,LOSS
12/15/14,2014-2015,SAN ANTONIO SPURS,4,11,95,LOSS
12/15/14,2014-2015,PORTLAND TRAIL BLAZERS,7,18,108,WIN
12/15/14,2014-2015,ORLANDO MAGIC,4,15,82,LOSS
12/15/14,2014-2015,TORONTO RAPTORS,11,30,95,WIN
12/16/14,2014-2015,MIAMI HEAT,9,24,95,WIN
12/16/14,2014-2015,BROOKLYN NETS,8,28,91,LOSS
12/16/14,2014-2015,GOLDEN STATE WARRIORS,9,31,98,LOSS
12/16/14,2014-2015,MEMPHIS GRIZZLIES,5,14,105,WIN
12/16/14,2014-2015,UTAH JAZZ,5,15,111,LOSS
12/16/14,2014-2015,NEW ORLEANS PELICANS,8,16,119,WIN
12/16/14,2014-2015,DALLAS MAVERICKS,15,33,107,WIN
12/16/14,2014-2015,NEW YORK KNICKS,5,21,87,LOSS
12/16/14,2014-2015,OKLAHOMA CITY THUNDER,6,20,104,WIN
12/16/14,2014-2015,SACRAMENTO KINGS,5,18,92,LOSS
12/16/14,2014-2015,MINNESOTA TIMBERWOLVES,3,8,95,LOSS
12/16/14,2014-2015,WASHINGTON WIZARDS,10,17,109,WIN
12/17/14,2014-2015,ORLANDO MAGIC,5,19,92,LOSS
12/17/14,2014-2015,BOSTON CELTICS,7,19,109,WIN
12/17/14,2014-2015,PHOENIX SUNS,9,25,111,WIN
12/17/14,2014-2015,CHARLOTTE HORNETS,10,24,106,LOSS
12/17/14,2014-2015,ATLANTA HAWKS,16,28,127,WIN
12/17/14,2014-2015,CLEVELAND CAVALIERS,8,30,98,LOSS
12/17/14,2014-2015,HOUSTON ROCKETS,8,28,115,WIN
12/17/14,2014-2015,DENVER NUGGETS,13,30,111,LOSS
12/17/14,2014-2015,DALLAS MAVERICKS,10,22,117,WIN
12/17/14,2014-2015,DETROIT PISTONS,13,33,106,LOSS
12/17/14,2014-2015,INDIANA PACERS,4,19,100,LOSS
12/17/14,2014-2015,LOS ANGELES CLIPPERS,6,18,102,WIN
12/17/14,2014-2015,UTAH JAZZ,14,25,105,WIN
12/17/14,2014-2015,MIAMI HEAT,4,17,87,LOSS
12/17/14,2014-2015,MILWAUKEE BUCKS,7,19,97,LOSS
12/17/14,2014-2015,PORTLAND TRAIL BLAZERS,7,23,104,WIN
12/17/14,2014-2015,MEMPHIS GRIZZLIES,10,27,117,WIN
12/17/14,2014-2015,SAN ANTONIO SPURS,17,35,116,LOSS
12/17/14,2014-2015,BROOKLYN NETS,9,27,89,LOSS
12/17/14,2014-2015,TORONTO RAPTORS,10,20,105,WIN
12/18/14,2014-2015,NEW YORK KNICKS,6,9,97,LOSS
12/18/14,2014-2015,CHICAGO BULLS,12,23,103,WIN
12/18/14,2014-2015,OKLAHOMA CITY THUNDER,11,25,109,LOSS
12/18/14,2014-2015,GOLDEN STATE WARRIORS,12,31,114,WIN
12/18/14,2014-2015,NEW ORLEANS PELICANS,5,18,99,WIN
12/18/14,2014-2015,HOUSTON ROCKETS,6,25,90,LOSS
12/18/14,2014-2015,MILWAUKEE BUCKS,13,23,108,WIN
12/18/14,2014-2015,SACRAMENTO KINGS,6,14,107,LOSS
12/19/14,2014-2015,MINNESOTA TIMBERWOLVES,6,12,98,LOSS
12/19/14,2014-2015,BOSTON CELTICS,8,23,114,WIN
12/19/14,2014-2015,BROOKLYN NETS,9,24,91,LOSS
12/19/14,2014-2015,CLEVELAND CAVALIERS,9,24,95,WIN
12/19/14,2014-2015,LOS ANGELES CLIPPERS,3,18,106,LOSS
12/19/14,2014-2015,DENVER NUGGETS,11,29,109,WIN
12/19/14,2014-2015,TORONTO RAPTORS,8,27,110,WIN
12/19/14,2014-2015,DETROIT PISTONS,8,25,100,LOSS
12/19/14,2014-2015,OKLAHOMA CITY THUNDER,8,21,104,WIN
12/19/14,2014-2015,LOS ANGELES LAKERS,10,25,103,LOSS
12/19/14,2014-2015,CHICAGO BULLS,10,26,103,WIN
12/19/14,2014-2015,MEMPHIS GRIZZLIES,2,13,97,LOSS
12/19/14,2014-2015,WASHINGTON WIZARDS,3,14,105,WIN
12/19/14,2014-2015,MIAMI HEAT,9,19,103,LOSS
12/19/14,2014-2015,UTAH JAZZ,4,11,101,WIN
12/19/14,2014-2015,ORLANDO MAGIC,12,22,94,LOSS
12/19/14,2014-2015,CHARLOTTE HORNETS,10,24,109,WIN
12/19/14,2014-2015,PHILADELPHIA 76ERS,12,26,91,LOSS
12/19/14,2014-2015,PORTLAND TRAIL BLAZERS,13,35,129,WIN
12/19/14,2014-2015,SAN ANTONIO SPURS,8,20,119,LOSS
12/20/14,2014-2015,UTAH JAZZ,8,31,86,LOSS
12/20/14,2014-2015,CHARLOTTE HORNETS,9,22,104,WIN
12/20/14,2014-2015,SAN ANTONIO SPURS,3,13,93,LOSS
12/20/14,2014-2015,DALLAS MAVERICKS,9,26,99,WIN
12/20/14,2014-2015,INDIANA PACERS,7,23,73,LOSS
12/20/14,2014-2015,DENVER NUGGETS,2,16,76,WIN
12/20/14,2014-2015,ATLANTA HAWKS,10,26,104,WIN
12/20/14,2014-2015,HOUSTON ROCKETS,15,43,97,LOSS
12/20/14,2014-2015,MILWAUKEE BUCKS,8,24,102,LOSS
12/20/14,2014-2015,LOS ANGELES CLIPPERS,12,26,106,WIN
12/20/14,2014-2015,PORTLAND TRAIL BLAZERS,9,25,114,WIN
12/20/14,2014-2015,NEW ORLEANS PELICANS,3,15,88,LOSS
12/20/14,2014-2015,PHOENIX SUNS,10,25,99,WIN
12/20/14,2014-2015,NEW YORK KNICKS,7,22,90,LOSS
12/21/14,2014-2015,DETROIT PISTONS,9,27,105,LOSS
12/21/14,2014-2015,BROOKLYN NETS,8,20,110,WIN
12/21/14,2014-2015,MEMPHIS GRIZZLIES,1,16,91,LOSS
12/21/14,2014-2015,CLEVELAND CAVALIERS,7,14,105,WIN
12/21/14,2014-2015,BOSTON CELTICS,6,23,84,LOSS
12/21/14,2014-2015,MIAMI HEAT,6,21,100,WIN
12/21/14,2014-2015,INDIANA PACERS,6,19,100,WIN
12/21/14,2014-2015,MINNESOTA TIMBERWOLVES,5,11,96,LOSS
12/21/14,2014-2015,NEW ORLEANS PELICANS,7,20,101,WIN
12/21/14,2014-2015,OKLAHOMA CITY THUNDER,5,20,99,LOSS
12/21/14,2014-2015,PHILADELPHIA 76ERS,6,23,96,WIN
12/21/14,2014-2015,ORLANDO MAGIC,7,23,88,LOSS
12/21/14,2014-2015,LOS ANGELES LAKERS,10,26,101,LOSS
12/21/14,2014-2015,SACRAMENTO KINGS,7,23,108,WIN
12/21/14,2014-2015,NEW YORK KNICKS,5,14,108,LOSS
12/21/14,2014-2015,TORONTO RAPTORS,14,33,118,WIN
12/21/14,2014-2015,PHOENIX SUNS,6,17,104,WIN
12/21/14,2014-2015,WASHINGTON WIZARDS,3,14,92,LOSS
12/22/14,2014-2015,TORONTO RAPTORS,9,30,120,LOSS
12/22/14,2014-2015,CHICAGO BULLS,6,12,129,WIN
12/22/14,2014-2015,DENVER NUGGETS,2,18,82,LOSS
12/22/14,2014-2015,CHARLOTTE HORNETS,8,19,110,WIN
12/22/14,2014-2015,ATLANTA HAWKS,7,19,105,WIN
12/22/14,2014-2015,DALLAS MAVERICKS,11,28,102,LOSS
12/22/14,2014-2015,SACRAMENTO KINGS,8,17,108,LOSS
12/22/14,2014-2015,GOLDEN STATE WARRIORS,9,25,128,WIN
12/22/14,2014-2015,PORTLAND TRAIL BLAZERS,10,27,95,LOSS
12/22/14,2014-2015,HOUSTON ROCKETS,13,36,110,WIN
12/22/14,2014-2015,UTAH JAZZ,9,19,97,WIN
12/22/14,2014-2015,MEMPHIS GRIZZLIES,7,23,91,LOSS
12/22/14,2014-2015,LOS ANGELES CLIPPERS,10,24,118,LOSS
12/22/14,2014-2015,SAN ANTONIO SPURS,13,23,125,WIN
12/23/14,2014-2015,LOS ANGELES CLIPPERS,11,29,104,LOSS
12/23/14,2014-2015,ATLANTA HAWKS,12,23,107,WIN
12/23/14,2014-2015,DENVER NUGGETS,7,25,96,LOSS
12/23/14,2014-2015,BROOKLYN NETS,6,23,102,WIN
12/23/14,2014-2015,MINNESOTA TIMBERWOLVES,4,13,104,LOSS
12/23/14,2014-2015,CLEVELAND CAVALIERS,12,24,125,WIN
12/23/14,2014-2015,NEW ORLEANS PELICANS,4,20,84,LOSS
12/23/14,2014-2015,INDIANA PACERS,5,15,96,WIN
12/23/14,2014-2015,GOLDEN STATE WARRIORS,12,26,105,LOSS
12/23/14,2014-2015,LOS ANGELES LAKERS,12,26,115,WIN
12/23/14,2014-2015,PHILADELPHIA 76ERS,5,19,91,WIN
12/23/14,2014-2015,MIAMI HEAT,8,26,87,LOSS
12/23/14,2014-2015,CHARLOTTE HORNETS,8,21,108,WIN
12/23/14,2014-2015,MILWAUKEE BUCKS,8,21,101,LOSS
12/23/14,2014-2015,PORTLAND TRAIL BLAZERS,17,31,115,WIN
12/23/14,2014-2015,OKLAHOMA CITY THUNDER,6,19,111,LOSS
12/23/14,2014-2015,BOSTON CELTICS,7,23,95,LOSS
12/23/14,2014-2015,ORLANDO MAGIC,7,18,100,WIN
12/23/14,2014-2015,DALLAS MAVERICKS,9,25,115,LOSS
12/23/14,2014-2015,PHOENIX SUNS,13,33,124,WIN
12/23/14,2014-2015,CHICAGO BULLS,5,17,99,WIN
12/23/14,2014-2015,WASHINGTON WIZARDS,5,9,91,LOSS
12/25/14,2014-2015,LOS ANGELES LAKERS,5,16,93,LOSS
12/25/14,2014-2015,CHICAGO BULLS,10,24,113,WIN
12/25/14,2014-2015,GOLDEN STATE WARRIORS,6,28,86,LOSS
12/25/14,2014-2015,LOS ANGELES CLIPPERS,9,32,100,WIN
12/25/14,2014-2015,CLEVELAND CAVALIERS,6,26,91,LOSS
12/25/14,2014-2015,MIAMI HEAT,7,21,101,WIN
12/25/14,2014-2015,WASHINGTON WIZARDS,7,16,102,WIN
12/25/14,2014-2015,NEW YORK KNICKS,4,22,91,LOSS
12/25/14,2014-2015,OKLAHOMA CITY THUNDER,9,15,114,WIN
12/25/14,2014-2015,SAN ANTONIO SPURS,7,23,106,LOSS
12/26/14,2014-2015,MILWAUKEE BUCKS,8,19,107,WIN
12/26/14,2014-2015,ATLANTA HAWKS,4,23,77,LOSS
12/26/14,2014-2015,BROOKLYN NETS,7,21,109,WIN
12/26/14,2014-2015,BOSTON CELTICS,9,24,107,LOSS
12/26/14,2014-2015,LOS ANGELES LAKERS,11,29,98,LOSS
12/26/14,2014-2015,DALLAS MAVERICKS,5,18,102,WIN
12/26/14,2014-2015,MINNESOTA TIMBERWOLVES,3,15,102,LOSS
12/26/14,2014-2015,DENVER NUGGETS,3,19,106,WIN
12/26/14,2014-2015,INDIANA PACERS,9,20,109,LOSS
12/26/14,2014-2015,DETROIT PISTONS,10,26,119,WIN
12/26/14,2014-2015,HOUSTON ROCKETS,14,34,117,WIN
12/26/14,2014-2015,MEMPHIS GRIZZLIES,7,24,111,LOSS
12/26/14,2014-2015,SAN ANTONIO SPURS,6,14,90,LOSS
12/26/14,2014-2015,NEW ORLEANS PELICANS,6,17,97,WIN
12/26/14,2014-2015,CHARLOTTE HORNETS,5,24,75,LOSS
12/26/14,2014-2015,OKLAHOMA CITY THUNDER,8,27,98,WIN
12/26/14,2014-2015,CLEVELAND CAVALIERS,8,30,98,WIN
12/26/14,2014-2015,ORLANDO MAGIC,9,21,89,LOSS
12/26/14,2014-2015,PHILADELPHIA 76ERS,3,14,93,LOSS
12/26/14,2014-2015,PORTLAND TRAIL BLAZERS,18,43,114,WIN
12/26/14,2014-2015,PHOENIX SUNS,14,33,115,WIN
12/26/14,2014-2015,SACRAMENTO KINGS,7,20,106,LOSS
12/27/14,2014-2015,INDIANA PACERS,9,18,110,WIN
12/27/14,2014-2015,BROOKLYN NETS,7,25,85,LOSS
12/27/14,2014-2015,NEW ORLEANS PELICANS,4,14,100,LOSS
12/27/14,2014-2015,CHICAGO BULLS,6,20,107,WIN
12/27/14,2014-2015,ORLANDO MAGIC,8,20,102,WIN
12/27/14,2014-2015,CHARLOTTE HORNETS,8,24,94,LOSS
12/27/14,2014-2015,MINNESOTA TIMBERWOLVES,8,19,97,LOSS
12/27/14,2014-2015,GOLDEN STATE WARRIORS,11,28,110,WIN
12/27/14,2014-2015,TORONTO RAPTORS,13,34,110,WIN
12/27/14,2014-2015,LOS ANGELES CLIPPERS,12,25,98,LOSS
12/27/14,2014-2015,MEMPHIS GRIZZLIES,7,16,103,WIN
12/27/14,2014-2015,MIAMI HEAT,6,20,95,LOSS
12/27/14,2014-2015,ATLANTA HAWKS,9,29,90,WIN
12/27/14,2014-2015,MILWAUKEE BUCKS,12,30,85,LOSS
12/27/14,2014-2015,NEW YORK KNICKS,6,20,129,LOSS
12/27/14,2014-2015,SACRAMENTO KINGS,8,16,135,WIN
12/27/14,2014-2015,PHILADELPHIA 76ERS,5,26,71,LOSS
12/27/14,2014-2015,UTAH JAZZ,4,23,88,WIN
12/27/14,2014-2015,BOSTON CELTICS,6,24,88,LOSS
12/27/14,2014-2015,WASHINGTON WIZARDS,5,13,101,WIN
12/28/14,2014-2015,DETROIT PISTONS,17,31,103,WIN
12/28/14,2014-2015,CLEVELAND CAVALIERS,5,29,80,LOSS
12/28/14,2014-2015,OKLAHOMA CITY THUNDER,5,14,107,LOSS
12/28/14,2014-2015,DALLAS MAVERICKS,10,31,112,WIN
12/28/14,2014-2015,TORONTO RAPTORS,10,23,116,WIN
12/28/14,2014-2015,DENVER NUGGETS,4,17,102,LOSS
12/28/14,2014-2015,PHOENIX SUNS,9,22,116,WIN
12/28/14,2014-2015,LOS ANGELES LAKERS,12,20,107,LOSS
12/28/14,2014-2015,NEW YORK KNICKS,7,27,79,LOSS
12/28/14,2014-2015,PORTLAND TRAIL BLAZERS,16,36,101,WIN
12/28/14,2014-2015,HOUSTON ROCKETS,12,33,106,LOSS
12/28/14,2014-2015,SAN ANTONIO SPURS,11,30,110,WIN
12/29/14,2014-2015,SACRAMENTO KINGS,9,20,99,LOSS
12/29/14,2014-2015,BROOKLYN NETS,8,21,107,WIN
12/29/14,2014-2015,MILWAUKEE BUCKS,6,21,104,WIN
12/29/14,2014-2015,CHARLOTTE HORNETS,7,25,94,LOSS
12/29/14,2014-2015,WASHINGTON WIZARDS,8,18,104,WIN
12/29/14,2014-2015,HOUSTON ROCKETS,9,29,103,LOSS
12/29/14,2014-2015,CHICAGO BULLS,5,13,92,WIN
12/29/14,2014-2015,INDIANA PACERS,5,13,90,LOSS
12/29/14,2014-2015,UTAH JAZZ,8,19,97,LOSS
12/29/14,2014-2015,LOS ANGELES CLIPPERS,10,23,101,WIN
12/29/14,2014-2015,ORLANDO MAGIC,11,25,102,WIN
12/29/14,2014-2015,MIAMI HEAT,7,14,101,LOSS
12/30/14,2014-2015,CLEVELAND CAVALIERS,13,31,101,LOSS
12/30/14,2014-2015,ATLANTA HAWKS,10,29,109,WIN
12/30/14,2014-2015,BROOKLYN NETS,6,14,96,WIN
12/30/14,2014-2015,CHICAGO BULLS,8,25,82,LOSS
12/30/14,2014-2015,WASHINGTON WIZARDS,4,12,87,LOSS
12/30/14,2014-2015,DALLAS MAVERICKS,8,15,114,WIN
12/30/14,2014-2015,LOS ANGELES LAKERS,14,25,111,WIN
12/30/14,2014-2015,DENVER NUGGETS,8,26,103,LOSS
12/30/14,2014-2015,PHILADELPHIA 76ERS,6,20,86,LOSS
12/30/14,2014-2015,GOLDEN STATE WARRIORS,12,28,126,WIN
12/30/14,2014-2015,SAN ANTONIO SPURS,5,22,87,LOSS
12/30/14,2014-2015,MEMPHIS GRIZZLIES,7,15,95,WIN
12/30/14,2014-2015,PHOENIX SUNS,9,21,106,LOSS
12/30/14,2014-2015,NEW ORLEANS PELICANS,8,18,110,WIN
12/30/14,2014-2015,DETROIT PISTONS,14,33,109,WIN
12/30/14,2014-2015,ORLANDO MAGIC,4,20,86,LOSS
12/30/14,2014-2015,TORONTO RAPTORS,4,22,97,LOSS
12/30/14,2014-2015,PORTLAND TRAIL BLAZERS,12,36,102,WIN
12/30/14,2014-2015,MINNESOTA TIMBERWOLVES,8,17,94,LOSS
12/30/14,2014-2015,UTAH JAZZ,7,19,100,WIN
12/31/14,2014-2015,SACRAMENTO KINGS,2,15,84,LOSS
12/31/14,2014-2015,BOSTON CELTICS,5,21,106,WIN
12/31/14,2014-2015,MILWAUKEE BUCKS,11,25,96,WIN
12/31/14,2014-2015,CLEVELAND CAVALIERS,8,31,80,LOSS
12/31/14,2014-2015,CHARLOTTE HORNETS,3,18,83,LOSS
12/31/14,2014-2015,HOUSTON ROCKETS,17,43,102,WIN
12/31/14,2014-2015,MIAMI HEAT,5,16,95,LOSS
12/31/14,2014-2015,INDIANA PACERS,10,18,106,WIN
12/31/14,2014-2015,NEW YORK KNICKS,4,17,78,LOSS
12/31/14,2014-2015,LOS ANGELES CLIPPERS,15,34,99,WIN
12/31/14,2014-2015,PHOENIX SUNS,13,27,134,LOSS
12/31/14,2014-2015,OKLAHOMA CITY THUNDER,11,35,137,WIN
12/31/14,2014-2015,NEW ORLEANS PELICANS,8,28,93,LOSS
12/31/14,2014-2015,SAN ANTONIO SPURS,6,24,95,WIN
1/1/15,2014-2015,DENVER NUGGETS,5,14,101,LOSS
1/1/15,2014-2015,CHICAGO BULLS,8,15,106,WIN
1/1/15,2014-2015,SACRAMENTO KINGS,5,12,110,WIN
1/1/15,2014-2015,MINNESOTA TIMBERWOLVES,7,24,107,LOSS
1/2/15,2014-2015,DALLAS MAVERICKS,13,27,119,WIN
1/2/15,2014-2015,BOSTON CELTICS,12,34,101,LOSS
1/2/15,2014-2015,CLEVELAND CAVALIERS,4,15,91,WIN
1/2/15,2014-2015,CHARLOTTE HORNETS,6,28,87,LOSS
1/2/15,2014-2015,TORONTO RAPTORS,10,25,105,LOSS
1/2/15,2014-2015,GOLDEN STATE WARRIORS,12,28,126,WIN
1/2/15,2014-2015,MEMPHIS GRIZZLIES,6,14,109,WIN
1/2/15,2014-2015,LOS ANGELES LAKERS,6,19,106,LOSS
1/2/15,2014-2015,INDIANA PACERS,8,20,94,WIN
1/2/15,2014-2015,MILWAUKEE BUCKS,7,24,91,LOSS
1/2/15,2014-2015,HOUSTON ROCKETS,6,29,83,LOSS
1/2/15,2014-2015,NEW ORLEANS PELICANS,7,15,111,WIN
1/2/15,2014-2015,DETROIT PISTONS,13,33,97,WIN
1/2/15,2014-2015,NEW YORK KNICKS,10,24,81,LOSS
1/2/15,2014-2015,WASHINGTON WIZARDS,11,21,102,LOSS
1/2/15,2014-2015,OKLAHOMA CITY THUNDER,8,19,109,WIN
1/2/15,2014-2015,BROOKLYN NETS,7,20,100,WIN
1/2/15,2014-2015,ORLANDO MAGIC,11,22,98,LOSS
1/2/15,2014-2015,PHILADELPHIA 76ERS,7,26,96,LOSS
1/2/15,2014-2015,PHOENIX SUNS,14,32,112,WIN
1/2/15,2014-2015,ATLANTA HAWKS,6,23,98,WIN
1/2/15,2014-2015,UTAH JAZZ,10,31,92,LOSS
1/3/15,2014-2015,BOSTON CELTICS,5,17,104,LOSS
1/3/15,2014-2015,CHICAGO BULLS,6,28,109,WIN
1/3/15,2014-2015,MEMPHIS GRIZZLIES,2,14,85,LOSS
1/3/15,2014-2015,DENVER NUGGETS,7,15,114,WIN
1/3/15,2014-2015,MIAMI HEAT,4,17,79,LOSS
1/3/15,2014-2015,HOUSTON ROCKETS,13,31,115,WIN
1/3/15,2014-2015,PHILADELPHIA 76ERS,9,25,91,LOSS
1/3/15,2014-2015,LOS ANGELES CLIPPERS,15,37,127,WIN
1/3/15,2014-2015,UTAH JAZZ,11,20,101,WIN
1/3/15,2014-2015,MINNESOTA TIMBERWOLVES,6,19,89,LOSS
1/3/15,2014-2015,CHARLOTTE HORNETS,4,16,98,WIN
1/3/15,2014-2015,ORLANDO MAGIC,4,19,90,LOSS
1/3/15,2014-2015,ATLANTA HAWKS,6,17,115,WIN
1/3/15,2014-2015,PORTLAND TRAIL BLAZERS,13,33,107,LOSS
1/3/15,2014-2015,WASHINGTON WIZARDS,4,14,92,LOSS
1/3/15,2014-2015,SAN ANTONIO SPURS,4,16,101,WIN
1/4/15,2014-2015,DALLAS MAVERICKS,12,26,109,WIN
1/4/15,2014-2015,CLEVELAND CAVALIERS,8,25,90,LOSS
1/4/15,2014-2015,SACRAMENTO KINGS,3,15,95,LOSS
1/4/15,2014-2015,DETROIT PISTONS,12,31,114,WIN
1/4/15,2014-2015,INDIANA PACERS,8,28,87,LOSS
1/4/15,2014-2015,LOS ANGELES LAKERS,6,18,88,WIN
1/4/15,2014-2015,BROOKLYN NETS,7,24,84,LOSS
1/4/15,2014-2015,MIAMI HEAT,5,14,88,WIN
1/4/15,2014-2015,MILWAUKEE BUCKS,4,16,95,WIN
1/4/15,2014-2015,NEW YORK KNICKS,9,25,82,LOSS
1/4/15,2014-2015,TORONTO RAPTORS,9,26,109,LOSS
1/4/15,2014-2015,PHOENIX SUNS,8,23,125,WIN
1/5/15,2014-2015,CHARLOTTE HORNETS,6,19,104,WIN
1/5/15,2014-2015,BOSTON CELTICS,7,18,95,LOSS
1/5/15,2014-2015,DALLAS MAVERICKS,10,27,96,WIN
1/5/15,2014-2015,BROOKLYN NETS,3,25,88,LOSS
1/5/15,2014-2015,HOUSTON ROCKETS,8,25,105,LOSS
1/5/15,2014-2015,CHICAGO BULLS,5,17,114,WIN
1/5/15,2014-2015,OKLAHOMA CITY THUNDER,5,28,91,LOSS
1/5/15,2014-2015,GOLDEN STATE WARRIORS,15,28,117,WIN
1/5/15,2014-2015,ATLANTA HAWKS,13,27,107,WIN
1/5/15,2014-2015,LOS ANGELES CLIPPERS,7,25,98,LOSS
1/5/15,2014-2015,NEW YORK KNICKS,8,26,83,LOSS
1/5/15,2014-2015,MEMPHIS GRIZZLIES,7,15,105,WIN
1/5/15,2014-2015,DENVER NUGGETS,7,19,110,WIN
1/5/15,2014-2015,MINNESOTA TIMBERWOLVES,10,24,101,LOSS
1/5/15,2014-2015,WASHINGTON WIZARDS,2,10,92,WIN
1/5/15,2014-2015,NEW ORLEANS PELICANS,6,19,85,LOSS
1/5/15,2014-2015,CLEVELAND CAVALIERS,11,30,92,LOSS
1/5/15,2014-2015,PHILADELPHIA 76ERS,7,23,95,WIN
1/5/15,2014-2015,LOS ANGELES LAKERS,4,14,94,LOSS
1/5/15,2014-2015,PORTLAND TRAIL BLAZERS,11,26,98,WIN
1/5/15,2014-2015,INDIANA PACERS,7,13,105,WIN
1/5/15,2014-2015,UTAH JAZZ,4,23,101,LOSS
1/6/15,2014-2015,PHOENIX SUNS,7,25,102,WIN
1/6/15,2014-2015,MILWAUKEE BUCKS,3,20,96,LOSS
1/6/15,2014-2015,DETROIT PISTONS,3,19,105,WIN
1/6/15,2014-2015,SAN ANTONIO SPURS,9,21,104,LOSS
1/7/15,2014-2015,MEMPHIS GRIZZLIES,5,17,86,LOSS
1/7/15,2014-2015,ATLANTA HAWKS,13,25,96,WIN
1/7/15,2014-2015,BOSTON CELTICS,5,18,89,WIN
1/7/15,2014-2015,BROOKLYN NETS,3,14,81,LOSS
1/7/15,2014-2015,UTAH JAZZ,5,16,97,WIN
1/7/15,2014-2015,CHICAGO BULLS,6,20,77,LOSS
1/7/15,2014-2015,NEW ORLEANS PELICANS,6,18,94,LOSS
1/7/15,2014-2015,CHARLOTTE HORNETS,4,14,98,WIN
1/7/15,2014-2015,HOUSTON ROCKETS,12,34,105,WIN
1/7/15,2014-2015,CLEVELAND CAVALIERS,10,29,93,LOSS
1/7/15,2014-2015,DETROIT PISTONS,10,21,108,WIN
1/7/15,2014-2015,DALLAS MAVERICKS,6,22,95,LOSS
1/7/15,2014-2015,ORLANDO MAGIC,8,22,90,LOSS
1/7/15,2014-2015,DENVER NUGGETS,7,17,93,WIN
1/7/15,2014-2015,INDIANA PACERS,6,26,102,LOSS
1/7/15,2014-2015,GOLDEN STATE WARRIORS,12,28,117,WIN
1/7/15,2014-2015,LOS ANGELES LAKERS,5,20,89,LOSS
1/7/15,2014-2015,LOS ANGELES CLIPPERS,12,33,114,WIN
1/7/15,2014-2015,PHOENIX SUNS,5,26,113,WIN
1/7/15,2014-2015,MINNESOTA TIMBERWOLVES,7,17,111,LOSS
1/7/15,2014-2015,MILWAUKEE BUCKS,8,17,97,WIN
1/7/15,2014-2015,PHILADELPHIA 76ERS,2,25,77,LOSS
1/7/15,2014-2015,OKLAHOMA CITY THUNDER,9,30,83,LOSS
